pressure fraction   pressure [df. units]M [Ms]              R [km]              
0.000362453         3.01952e+33         0.207745            17.0672             
0.000363121         3.02509e+33         0.207883            17.0582             
0.00036379          3.03067e+33         0.208021            17.0492             
0.000364461         3.03625e+33         0.20816             17.0402             
0.000365133         3.04185e+33         0.208299            17.0312             
0.000365807         3.04746e+33         0.208438            17.0222             
0.000366481         3.05308e+33         0.208578            17.0132             
0.000367157         3.05871e+33         0.208718            17.0043             
0.000367834         3.06435e+33         0.208858            16.9953             
0.000368512         3.07e+33            0.208999            16.9864             
0.000369192         3.07566e+33         0.209141            16.9774             
0.000369872         3.08133e+33         0.209282            16.9685             
0.000370554         3.08701e+33         0.209424            16.9595             
0.000371238         3.09271e+33         0.209567            16.9506             
0.000371922         3.09841e+33         0.20971             16.9417             
0.000372608         3.10412e+33         0.209853            16.9328             
0.000373295         3.10985e+33         0.209997            16.9239             
0.000373983         3.11558e+33         0.210141            16.915              
0.000374673         3.12133e+33         0.210285            16.9061             
0.000375364         3.12708e+33         0.21043             16.8972             
0.000376056         3.13285e+33         0.210575            16.8884             
0.000376749         3.13862e+33         0.210721            16.8795             
0.000377444         3.14441e+33         0.210867            16.8707             
0.00037814          3.15021e+33         0.211014            16.8618             
0.000378837         3.15602e+33         0.21116             16.853              
0.000379536         3.16184e+33         0.211308            16.8441             
0.000380236         3.16767e+33         0.211455            16.8353             
0.000380937         3.17351e+33         0.211603            16.8265             
0.000381639         3.17936e+33         0.211752            16.8177             
0.000382343         3.18522e+33         0.211901            16.8089             
0.000383048         3.1911e+33          0.21205             16.8001             
0.000383754         3.19698e+33         0.2122              16.7913             
0.000384462         3.20288e+33         0.21235             16.7825             
0.000385171         3.20878e+33         0.2125              16.7738             
0.000385881         3.2147e+33          0.212651            16.765              
0.000386593         3.22063e+33         0.212802            16.7563             
0.000387306         3.22657e+33         0.212954            16.7475             
0.00038802          3.23251e+33         0.213106            16.7388             
0.000388735         3.23848e+33         0.213259            16.7301             
0.000389452         3.24445e+33         0.213412            16.7213             
0.00039017          3.25043e+33         0.213565            16.7127             
0.00039089          3.25642e+33         0.213719            16.7039             
0.00039161          3.26243e+33         0.213873            16.6953             
0.000392332         3.26844e+33         0.214027            16.6866             
0.000393056         3.27447e+33         0.214182            16.6779             
0.000393781         3.28051e+33         0.214337            16.6692             
0.000394507         3.28656e+33         0.214493            16.6606             
0.000395234         3.29262e+33         0.214649            16.6519             
0.000395963         3.29869e+33         0.214806            16.6433             
0.000396693         3.30477e+33         0.214963            16.6347             
0.000397425         3.31086e+33         0.21512             16.626              
0.000398157         3.31697e+33         0.215278            16.6174             
0.000398892         3.32309e+33         0.215436            16.6088             
0.000399627         3.32921e+33         0.215594            16.6002             
0.000400364         3.33535e+33         0.215753            16.5916             
0.000401102         3.3415e+33          0.215913            16.5831             
0.000401842         3.34766e+33         0.216072            16.5745             
0.000402583         3.35384e+33         0.216233            16.5659             
0.000403325         3.36002e+33         0.216393            16.5574             
0.000404069         3.36622e+33         0.216554            16.5489             
0.000404814         3.37242e+33         0.216716            16.5403             
0.00040556          3.37864e+33         0.216877            16.5318             
0.000406308         3.38487e+33         0.21704             16.5233             
0.000407057         3.39111e+33         0.217202            16.5148             
0.000407808         3.39737e+33         0.217365            16.5063             
0.00040856          3.40363e+33         0.217529            16.4978             
0.000409313         3.40991e+33         0.217693            16.4893             
0.000410068         3.4162e+33          0.217857            16.4809             
0.000410824         3.42249e+33         0.218022            16.4724             
0.000411582         3.42881e+33         0.218187            16.464              
0.000412341         3.43513e+33         0.218352            16.4555             
0.000413101         3.44146e+33         0.218518            16.4471             
0.000413863         3.44781e+33         0.218685            16.4387             
0.000414626         3.45417e+33         0.218851            16.4303             
0.00041539          3.46053e+33         0.219019            16.4219             
0.000416156         3.46692e+33         0.219186            16.4135             
0.000416924         3.47331e+33         0.219354            16.4051             
0.000417693         3.47971e+33         0.219523            16.3967             
0.000418463         3.48613e+33         0.219691            16.3884             
0.000419234         3.49256e+33         0.219861            16.38               
0.000420007         3.499e+33           0.22003             16.3717             
0.000420782         3.50545e+33         0.2202              16.3633             
0.000421558         3.51191e+33         0.220371            16.355              
0.000422335         3.51839e+33         0.220542            16.3467             
0.000423114         3.52488e+33         0.220713            16.3384             
0.000423894         3.53138e+33         0.220885            16.3301             
0.000424676         3.53789e+33         0.221057            16.3218             
0.000425459         3.54441e+33         0.22123             16.3135             
0.000426243         3.55095e+33         0.221403            16.3053             
0.000427029         3.5575e+33          0.221576            16.297              
0.000427817         3.56405e+33         0.22175             16.2888             
0.000428606         3.57063e+33         0.221924            16.2805             
0.000429396         3.57721e+33         0.222099            16.2723             
0.000430188         3.58381e+33         0.222274            16.2641             
0.000430981         3.59042e+33         0.222449            16.2559             
0.000431776         3.59704e+33         0.222625            16.2477             
0.000432572         3.60367e+33         0.222802            16.2395             
0.000433369         3.61031e+33         0.222978            16.2314             
0.000434168         3.61697e+33         0.223156            16.2232             
0.000434969         3.62364e+33         0.223333            16.215              
0.000435771         3.63032e+33         0.223511            16.2069             
0.000436575         3.63702e+33         0.22369             16.1988             
0.00043738          3.64372e+33         0.223869            16.1906             
0.000438186         3.65044e+33         0.224048            16.1825             
0.000438994         3.65717e+33         0.224228            16.1744             
0.000439804         3.66392e+33         0.224408            16.1663             
0.000440615         3.67067e+33         0.224588            16.1583             
0.000441427         3.67744e+33         0.224769            16.1502             
0.000442241         3.68422e+33         0.224951            16.1421             
0.000443056         3.69101e+33         0.225133            16.1341             
0.000443873         3.69782e+33         0.225315            16.126              
0.000444692         3.70464e+33         0.225497            16.118              
0.000445512         3.71147e+33         0.225681            16.11               
0.000446333         3.71831e+33         0.225864            16.102              
0.000447156         3.72517e+33         0.226048            16.094              
0.000447981         3.73204e+33         0.226232            16.086              
0.000448807         3.73892e+33         0.226417            16.078              
0.000449635         3.74582e+33         0.226603            16.07               
0.000450464         3.75272e+33         0.226788            16.0621             
0.000451294         3.75964e+33         0.226974            16.0542             
0.000452126         3.76657e+33         0.227161            16.0462             
0.00045296          3.77352e+33         0.227348            16.0383             
0.000453795         3.78048e+33         0.227535            16.0304             
0.000454632         3.78745e+33         0.227723            16.0225             
0.00045547          3.79443e+33         0.227911            16.0146             
0.00045631          3.80143e+33         0.2281              16.0067             
0.000457152         3.80844e+33         0.228289            15.9988             
0.000457995         3.81546e+33         0.228478            15.991              
0.000458839         3.8225e+33          0.228668            15.9831             
0.000459685         3.82955e+33         0.228859            15.9753             
0.000460533         3.83661e+33         0.22905             15.9675             
0.000461382         3.84368e+33         0.229241            15.9596             
0.000462233         3.85077e+33         0.229432            15.9518             
0.000463085         3.85787e+33         0.229625            15.944              
0.000463939         3.86498e+33         0.229817            15.9363             
0.000464794         3.87211e+33         0.23001             15.9285             
0.000465652         3.87925e+33         0.230203            15.9207             
0.00046651          3.8864e+33          0.230397            15.913              
0.00046737          3.89357e+33         0.230591            15.9052             
0.000468232         3.90075e+33         0.230786            15.8975             
0.000469096         3.90794e+33         0.230981            15.8898             
0.000469961         3.91515e+33         0.231177            15.8821             
0.000470827         3.92237e+33         0.231373            15.8744             
0.000471695         3.9296e+33          0.231569            15.8667             
0.000472565         3.93685e+33         0.231766            15.859              
0.000473436         3.9441e+33          0.231963            15.8514             
0.000474309         3.95138e+33         0.232161            15.8437             
0.000475184         3.95866e+33         0.232359            15.8361             
0.00047606          3.96596e+33         0.232558            15.8284             
0.000476938         3.97328e+33         0.232757            15.8208             
0.000477818         3.9806e+33          0.232956            15.8132             
0.000478699         3.98794e+33         0.233156            15.8056             
0.000479581         3.9953e+33          0.233356            15.798              
0.000480466         4.00266e+33         0.233557            15.7904             
0.000481352         4.01004e+33         0.233758            15.7829             
0.000482239         4.01744e+33         0.23396             15.7753             
0.000483128         4.02485e+33         0.234162            15.7678             
0.000484019         4.03227e+33         0.234365            15.7603             
0.000484912         4.0397e+33          0.234568            15.7527             
0.000485806         4.04715e+33         0.234771            15.7452             
0.000486702         4.05461e+33         0.234975            15.7377             
0.000487599         4.06209e+33         0.235179            15.7302             
0.000488498         4.06958e+33         0.235384            15.7228             
0.000489399         4.07708e+33         0.235589            15.7153             
0.000490301         4.0846e+33          0.235795            15.7079             
0.000491205         4.09213e+33         0.236001            15.7004             
0.000492111         4.09968e+33         0.236207            15.693              
0.000493019         4.10724e+33         0.236414            15.6856             
0.000493928         4.11481e+33         0.236621            15.6782             
0.000494838         4.1224e+33          0.236829            15.6708             
0.000495751         4.13e+33            0.237037            15.6634             
0.000496665         4.13762e+33         0.237246            15.656              
0.000497581         4.14525e+33         0.237455            15.6486             
0.000498498         4.15289e+33         0.237665            15.6413             
0.000499418         4.16055e+33         0.237875            15.634              
0.000500338         4.16822e+33         0.238085            15.6266             
0.000501261         4.17591e+33         0.238296            15.6193             
0.000502185         4.18361e+33         0.238507            15.612              
0.000503111         4.19132e+33         0.238719            15.6047             
0.000504039         4.19905e+33         0.238931            15.5974             
0.000504968         4.20679e+33         0.239144            15.5902             
0.0005059           4.21455e+33         0.239357            15.5829             
0.000506832         4.22232e+33         0.239571            15.5757             
0.000507767         4.23011e+33         0.239785            15.5684             
0.000508703         4.23791e+33         0.239999            15.5612             
0.000509641         4.24572e+33         0.240214            15.554              
0.000510581         4.25355e+33         0.240429            15.5468             
0.000511523         4.26139e+33         0.240645            15.5396             
0.000512466         4.26925e+33         0.240861            15.5324             
0.000513411         4.27712e+33         0.241078            15.5252             
0.000514357         4.28501e+33         0.241295            15.5181             
0.000515306         4.29291e+33         0.241513            15.5109             
0.000516256         4.30083e+33         0.241731            15.5038             
0.000517208         4.30876e+33         0.241949            15.4967             
0.000518162         4.3167e+33          0.242168            15.4896             
0.000519117         4.32466e+33         0.242387            15.4825             
0.000520074         4.33264e+33         0.242607            15.4754             
0.000521033         4.34062e+33         0.242827            15.4683             
0.000521994         4.34863e+33         0.243048            15.4612             
0.000522957         4.35665e+33         0.243269            15.4542             
0.000523921         4.36468e+33         0.243491            15.4472             
0.000524887         4.37273e+33         0.243713            15.4401             
0.000525855         4.38079e+33         0.243935            15.4331             
0.000526824         4.38887e+33         0.244158            15.4261             
0.000527796         4.39696e+33         0.244381            15.4191             
0.000528769         4.40507e+33         0.244605            15.4121             
0.000529744         4.41319e+33         0.24483             15.4051             
0.000530721         4.42133e+33         0.245054            15.3982             
0.0005317           4.42948e+33         0.245279            15.3912             
0.00053268          4.43765e+33         0.245505            15.3843             
0.000533662         4.44583e+33         0.245731            15.3774             
0.000534646         4.45403e+33         0.245958            15.3704             
0.000535632         4.46224e+33         0.246185            15.3636             
0.00053662          4.47047e+33         0.246412            15.3567             
0.000537609         4.47872e+33         0.24664             15.3498             
0.000538601         4.48697e+33         0.246868            15.3429             
0.000539594         4.49525e+33         0.247097            15.336              
0.000540589         4.50354e+33         0.247327            15.3292             
0.000541586         4.51184e+33         0.247556            15.3224             
0.000542584         4.52016e+33         0.247786            15.3156             
0.000543585         4.5285e+33          0.248017            15.3087             
0.000544587         4.53685e+33         0.248248            15.3019             
0.000545591         4.54521e+33         0.24848             15.2952             
0.000546597         4.55359e+33         0.248712            15.2884             
0.000547605         4.56199e+33         0.248944            15.2816             
0.000548615         4.5704e+33          0.249177            15.2749             
0.000549626         4.57883e+33         0.24941             15.2681             
0.00055064          4.58727e+33         0.249644            15.2614             
0.000551655         4.59573e+33         0.249878            15.2547             
0.000552672         4.6042e+33          0.250113            15.248              
0.000553692         4.61269e+33         0.250348            15.2413             
0.000554713         4.6212e+33          0.250584            15.2346             
0.000555735         4.62972e+33         0.25082             15.2279             
0.00055676          4.63826e+33         0.251056            15.2213             
0.000557787         4.64681e+33         0.251293            15.2146             
0.000558815         4.65538e+33         0.251531            15.208              
0.000559846         4.66396e+33         0.251769            15.2013             
0.000560878         4.67256e+33         0.252007            15.1947             
0.000561912         4.68118e+33         0.252246            15.1881             
0.000562948         4.68981e+33         0.252485            15.1816             
0.000563986         4.69846e+33         0.252725            15.175              
0.000565026         4.70712e+33         0.252965            15.1684             
0.000566068         4.7158e+33          0.253206            15.1618             
0.000567112         4.7245e+33          0.253447            15.1553             
0.000568158         4.73321e+33         0.253689            15.1488             
0.000569205         4.74194e+33         0.253931            15.1423             
0.000570255         4.75068e+33         0.254173            15.1357             
0.000571306         4.75944e+33         0.254416            15.1292             
0.00057236          4.76822e+33         0.25466             15.1228             
0.000573415         4.77701e+33         0.254904            15.1163             
0.000574473         4.78582e+33         0.255148            15.1098             
0.000575532         4.79464e+33         0.255393            15.1034             
0.000576593         4.80348e+33         0.255638            15.0969             
0.000577656         4.81234e+33         0.255884            15.0905             
0.000578722         4.82121e+33         0.25613             15.0841             
0.000579789         4.8301e+33          0.256377            15.0777             
0.000580858         4.83901e+33         0.256624            15.0713             
0.000581929         4.84793e+33         0.256872            15.0649             
0.000583002         4.85687e+33         0.25712             15.0585             
0.000584077         4.86583e+33         0.257368            15.0522             
0.000585154         4.8748e+33          0.257617            15.0458             
0.000586233         4.88379e+33         0.257867            15.0395             
0.000587314         4.89279e+33         0.258117            15.0332             
0.000588397         4.90182e+33         0.258367            15.0269             
0.000589482         4.91086e+33         0.258618            15.0205             
0.000590569         4.91991e+33         0.258869            15.0143             
0.000591658         4.92898e+33         0.259121            15.008              
0.000592749         4.93807e+33         0.259373            15.0017             
0.000593842         4.94718e+33         0.259626            14.9955             
0.000594937         4.9563e+33          0.259879            14.9892             
0.000596034         4.96544e+33         0.260133            14.983              
0.000597133         4.97459e+33         0.260387            14.9768             
0.000598234         4.98377e+33         0.260642            14.9706             
0.000599337         4.99296e+33         0.260897            14.9644             
0.000600442         5.00216e+33         0.261152            14.9582             
0.000601549         5.01139e+33         0.261409            14.952              
0.000602658         5.02063e+33         0.261665            14.9459             
0.00060377          5.02989e+33         0.261922            14.9397             
0.000604883         5.03916e+33         0.262179            14.9336             
0.000605998         5.04845e+33         0.262437            14.9274             
0.000607116         5.05776e+33         0.262696            14.9213             
0.000608235         5.06709e+33         0.262954            14.9152             
0.000609357         5.07643e+33         0.263214            14.9091             
0.000610481         5.08579e+33         0.263473            14.903              
0.000611606         5.09517e+33         0.263734            14.897              
0.000612734         5.10456e+33         0.263994            14.8909             
0.000613864         5.11398e+33         0.264255            14.8849             
0.000614996         5.12341e+33         0.264517            14.8788             
0.00061613          5.13285e+33         0.264779            14.8728             
0.000617266         5.14232e+33         0.265042            14.8668             
0.000618404         5.1518e+33          0.265305            14.8608             
0.000619544         5.1613e+33          0.265568            14.8548             
0.000620687         5.17082e+33         0.265832            14.8488             
0.000621831         5.18035e+33         0.266097            14.8429             
0.000622978         5.1899e+33          0.266361            14.8369             
0.000624127         5.19947e+33         0.266627            14.831              
0.000625277         5.20906e+33         0.266893            14.825              
0.00062643          5.21867e+33         0.267159            14.8191             
0.000627585         5.22829e+33         0.267426            14.8132             
0.000628743         5.23793e+33         0.267693            14.8073             
0.000629902         5.24759e+33         0.267961            14.8014             
0.000631064         5.25726e+33         0.268229            14.7956             
0.000632227         5.26696e+33         0.268497            14.7897             
0.000633393         5.27667e+33         0.268767            14.7838             
0.000634561         5.2864e+33          0.269036            14.778              
0.000635731         5.29615e+33         0.269306            14.7722             
0.000636903         5.30591e+33         0.269577            14.7664             
0.000638078         5.3157e+33          0.269848            14.7605             
0.000639254         5.3255e+33          0.270119            14.7548             
0.000640433         5.33532e+33         0.270391            14.749              
0.000641614         5.34516e+33         0.270664            14.7432             
0.000642797         5.35501e+33         0.270937            14.7374             
0.000643982         5.36489e+33         0.27121             14.7317             
0.00064517          5.37478e+33         0.271484            14.7259             
0.000646359         5.38469e+33         0.271759            14.7202             
0.000647551         5.39462e+33         0.272034            14.7145             
0.000648745         5.40457e+33         0.272309            14.7088             
0.000649942         5.41453e+33         0.272585            14.7031             
0.00065114          5.42452e+33         0.272861            14.6974             
0.000652341         5.43452e+33         0.273138            14.6917             
0.000653544         5.44454e+33         0.273415            14.6861             
0.000654749         5.45458e+33         0.273693            14.6804             
0.000655956         5.46464e+33         0.273972            14.6748             
0.000657165         5.47471e+33         0.274251            14.6692             
0.000658377         5.48481e+33         0.27453             14.6636             
0.000659591         5.49492e+33         0.27481             14.6579             
0.000660807         5.50505e+33         0.27509             14.6523             
0.000662026         5.51521e+33         0.275371            14.6468             
0.000663247         5.52538e+33         0.275653            14.6412             
0.00066447          5.53556e+33         0.275935            14.6356             
0.000665695         5.54577e+33         0.276217            14.63               
0.000666922         5.556e+33           0.2765              14.6245             
0.000668152         5.56624e+33         0.276784            14.619              
0.000669384         5.57651e+33         0.277068            14.6135             
0.000670618         5.58679e+33         0.277352            14.608              
0.000671855         5.59709e+33         0.277637            14.6025             
0.000673094         5.60741e+33         0.277923            14.597              
0.000674335         5.61775e+33         0.278209            14.5915             
0.000675578         5.62811e+33         0.278496            14.586              
0.000676824         5.63849e+33         0.278783            14.5805             
0.000678072         5.64888e+33         0.279071            14.5751             
0.000679323         5.6593e+33          0.279359            14.5696             
0.000680575         5.66974e+33         0.279648            14.5642             
0.00068183          5.68019e+33         0.279937            14.5588             
0.000683087         5.69066e+33         0.280227            14.5534             
0.000684347         5.70116e+33         0.280517            14.548              
0.000685609         5.71167e+33         0.280808            14.5426             
0.000686873         5.7222e+33          0.2811              14.5372             
0.00068814          5.73275e+33         0.281392            14.5319             
0.000689408         5.74332e+33         0.281684            14.5265             
0.00069068          5.75391e+33         0.281977            14.5212             
0.000691953         5.76452e+33         0.282271            14.5158             
0.000693229         5.77515e+33         0.282565            14.5105             
0.000694507         5.7858e+33          0.28286             14.5052             
0.000695788         5.79647e+33         0.283155            14.4999             
0.000697071         5.80716e+33         0.283451            14.4946             
0.000698356         5.81787e+33         0.283747            14.4893             
0.000699644         5.8286e+33          0.284044            14.4841             
0.000700934         5.83934e+33         0.284342            14.4788             
0.000702227         5.85011e+33         0.284639            14.4735             
0.000703522         5.8609e+33          0.284938            14.4683             
0.000704819         5.8717e+33          0.285237            14.4631             
0.000706118         5.88253e+33         0.285537            14.4579             
0.000707421         5.89338e+33         0.285837            14.4527             
0.000708725         5.90425e+33         0.286137            14.4475             
0.000710032         5.91513e+33         0.286439            14.4423             
0.000711341         5.92604e+33         0.28674             14.4371             
0.000712653         5.93697e+33         0.287043            14.4319             
0.000713967         5.94791e+33         0.287345            14.4268             
0.000715283         5.95888e+33         0.287649            14.4216             
0.000716602         5.96987e+33         0.287953            14.4165             
0.000717924         5.98088e+33         0.288257            14.4114             
0.000719247         5.99191e+33         0.288562            14.4063             
0.000720574         6.00295e+33         0.288868            14.4011             
0.000721902         6.01402e+33         0.289174            14.3961             
0.000723233         6.02511e+33         0.289481            14.391              
0.000724567         6.03622e+33         0.289788            14.3859             
0.000725903         6.04735e+33         0.290096            14.3808             
0.000727242         6.0585e+33          0.290405            14.3758             
0.000728583         6.06968e+33         0.290714            14.3707             
0.000729926         6.08087e+33         0.291024            14.3657             
0.000731272         6.09208e+33         0.291335            14.3606             
0.00073262          6.10331e+33         0.291646            14.3556             
0.000733971         6.11457e+33         0.291958            14.3506             
0.000735325         6.12584e+33         0.292271            14.3456             
0.000736681         6.13714e+33         0.292584            14.3406             
0.000738039         6.14846e+33         0.292898            14.3356             
0.0007394           6.15979e+33         0.293213            14.3306             
0.000740763         6.17115e+33         0.293528            14.3257             
0.000742129         6.18253e+33         0.293844            14.3207             
0.000743498         6.19393e+33         0.294161            14.3158             
0.000744869         6.20535e+33         0.294478            14.3108             
0.000746242         6.21679e+33         0.294796            14.3059             
0.000747618         6.22826e+33         0.295115            14.301              
0.000748997         6.23974e+33         0.295434            14.2961             
0.000750378         6.25125e+33         0.295754            14.2912             
0.000751761         6.26277e+33         0.296075            14.2863             
0.000753148         6.27432e+33         0.296396            14.2814             
0.000754536         6.28589e+33         0.296718            14.2765             
0.000755928         6.29748e+33         0.29704             14.2717             
0.000757322         6.30909e+33         0.297363            14.2668             
0.000758718         6.32073e+33         0.297686            14.262              
0.000760117         6.33238e+33         0.29801             14.2571             
0.000761519         6.34406e+33         0.298335            14.2523             
0.000762923         6.35576e+33         0.29866             14.2475             
0.00076433          6.36748e+33         0.298985            14.2427             
0.000765739         6.37922e+33         0.299311            14.238              
0.000767151         6.39098e+33         0.299638            14.2332             
0.000768566         6.40277e+33         0.299964            14.2284             
0.000769983         6.41457e+33         0.300291            14.2237             
0.000771403         6.4264e+33          0.300619            14.219              
0.000772825         6.43825e+33         0.300947            14.2143             
0.00077425          6.45012e+33         0.301275            14.2095             
0.000775678         6.46202e+33         0.301603            14.2049             
0.000777108         6.47393e+33         0.301931            14.2002             
0.000778541         6.48587e+33         0.30226             14.1955             
0.000779977         6.49783e+33         0.302589            14.1909             
0.000781415         6.50981e+33         0.302918            14.1863             
0.000782856         6.52181e+33         0.303247            14.1817             
0.000784299         6.53384e+33         0.303576            14.1771             
0.000785745         6.54589e+33         0.303905            14.1725             
0.000787194         6.55796e+33         0.304235            14.1679             
0.000788646         6.57005e+33         0.304565            14.1634             
0.0007901           6.58216e+33         0.304896            14.1588             
0.000791557         6.5943e+33          0.305227            14.1543             
0.000793016         6.60646e+33         0.305558            14.1497             
0.000794479         6.61864e+33         0.30589             14.1452             
0.000795944         6.63085e+33         0.306222            14.1407             
0.000797411         6.64307e+33         0.306555            14.1362             
0.000798882         6.65532e+33         0.306887            14.1317             
0.000800355         6.6676e+33          0.30722             14.1273             
0.000801831         6.67989e+33         0.307553            14.1228             
0.000803309         6.69221e+33         0.307886            14.1184             
0.00080479          6.70455e+33         0.308219            14.114              
0.000806274         6.71691e+33         0.308551            14.1096             
0.000807761         6.7293e+33          0.308883            14.1053             
0.000809251         6.7417e+33          0.309215            14.1009             
0.000810743         6.75414e+33         0.309546            14.0966             
0.000812238         6.76659e+33         0.309876            14.0923             
0.000813735         6.77907e+33         0.310205            14.088              
0.000815236         6.79157e+33         0.310532            14.0837             
0.000816739         6.80409e+33         0.310858            14.0795             
0.000818245         6.81664e+33         0.311182            14.0753             
0.000819754         6.82921e+33         0.311505            14.0711             
0.000821265         6.8418e+33          0.311828            14.067              
0.00082278          6.85441e+33         0.312151            14.0629             
0.000824297         6.86705e+33         0.312473            14.0587             
0.000825817         6.87972e+33         0.312795            14.0547             
0.00082734          6.8924e+33          0.313115            14.0506             
0.000828865         6.90511e+33         0.313432            14.0466             
0.000830394         6.91784e+33         0.313744            14.0426             
0.000831925         6.9306e+33          0.314049            14.0388             
0.000833459         6.94338e+33         0.314344            14.035              
0.000834996         6.95618e+33         0.31462             14.0315             
0.000836535         6.96901e+33         0.314863            14.0284             
0.000838078         6.98186e+33         0.315094            14.0254             
0.000839623         6.99473e+33         0.315319            14.0224             
0.000841171         7.00763e+33         0.31554             14.0195             
0.000842723         7.02055e+33         0.31576             14.0166             
0.000844276         7.0335e+33          0.315978            14.0137             
0.000845833         7.04647e+33         0.316196            14.0107             
0.000847393         7.05946e+33         0.316413            14.0078             
0.000848955         7.07248e+33         0.316629            14.0049             
0.000850521         7.08552e+33         0.316843            14.002              
0.000852089         7.09858e+33         0.317056            13.9991             
0.00085366          7.11167e+33         0.317267            13.9962             
0.000855234         7.12479e+33         0.317477            13.9934             
0.000856811         7.13792e+33         0.317686            13.9905             
0.000858391         7.15109e+33         0.317894            13.9876             
0.000859974         7.16427e+33         0.318102            13.9848             
0.00086156          7.17748e+33         0.318309            13.9819             
0.000863149         7.19072e+33         0.318516            13.979              
0.00086474          7.20398e+33         0.318723            13.9761             
0.000866335         7.21726e+33         0.31893             13.9732             
0.000867932         7.23057e+33         0.319137            13.9703             
0.000869533         7.2439e+33          0.319345            13.9674             
0.000871136         7.25726e+33         0.319552            13.9644             
0.000872742         7.27064e+33         0.31976             13.9615             
0.000874351         7.28405e+33         0.319969            13.9585             
0.000875964         7.29748e+33         0.320177            13.9556             
0.000877579         7.31093e+33         0.320387            13.9527             
0.000879197         7.32442e+33         0.320596            13.9497             
0.000880818         7.33792e+33         0.320806            13.9467             
0.000882443         7.35145e+33         0.321017            13.9438             
0.00088407          7.36501e+33         0.321228            13.9407             
0.0008857           7.37859e+33         0.321439            13.9378             
0.000887333         7.39219e+33         0.32165             13.9348             
0.000888969         7.40582e+33         0.321861            13.9317             
0.000890608         7.41948e+33         0.322073            13.9287             
0.000892251         7.43316e+33         0.322284            13.9257             
0.000893896         7.44687e+33         0.322496            13.9227             
0.000895544         7.4606e+33          0.322708            13.9197             
0.000897195         7.47436e+33         0.32292             13.9167             
0.00089885          7.48814e+33         0.323132            13.9137             
0.000900507         7.50195e+33         0.323344            13.9106             
0.000902168         7.51578e+33         0.323557            13.9076             
0.000903831         7.52964e+33         0.32377             13.9046             
0.000905498         7.54352e+33         0.323983            13.9015             
0.000907168         7.55743e+33         0.324197            13.8985             
0.00090884          7.57137e+33         0.324411            13.8954             
0.000910516         7.58533e+33         0.324625            13.8924             
0.000912195         7.59931e+33         0.32484             13.8893             
0.000913877         7.61333e+33         0.325055            13.8862             
0.000915562         7.62737e+33         0.325271            13.8831             
0.00091725          7.64143e+33         0.325487            13.88               
0.000918942         7.65552e+33         0.325704            13.877              
0.000920636         7.66964e+33         0.325921            13.8739             
0.000922334         7.68378e+33         0.326138            13.8708             
0.000924035         7.69795e+33         0.326357            13.8677             
0.000925738         7.71214e+33         0.326575            13.8646             
0.000927445         7.72636e+33         0.326794            13.8614             
0.000929156         7.74061e+33         0.327014            13.8583             
0.000930869         7.75488e+33         0.327235            13.8552             
0.000932585         7.76918e+33         0.327455            13.8521             
0.000934305         7.78351e+33         0.327677            13.8489             
0.000936028         7.79786e+33         0.327899            13.8458             
0.000937754         7.81224e+33         0.328121            13.8426             
0.000939483         7.82664e+33         0.328345            13.8394             
0.000941215         7.84108e+33         0.328569            13.8363             
0.000942951         7.85553e+33         0.328793            13.8331             
0.00094469          7.87002e+33         0.329018            13.8299             
0.000946432         7.88453e+33         0.329244            13.8268             
0.000948177         7.89907e+33         0.32947             13.8236             
0.000949925         7.91364e+33         0.329697            13.8204             
0.000951677         7.92823e+33         0.329925            13.8172             
0.000953431         7.94285e+33         0.330153            13.814              
0.00095519          7.95749e+33         0.330382            13.8108             
0.000956951         7.97217e+33         0.330611            13.8076             
0.000958715         7.98687e+33         0.330841            13.8044             
0.000960483         8.00159e+33         0.331072            13.8011             
0.000962254         8.01635e+33         0.331303            13.7979             
0.000964029         8.03113e+33         0.331535            13.7947             
0.000965806         8.04594e+33         0.331767            13.7915             
0.000967587         8.06077e+33         0.332               13.7882             
0.000969371         8.07564e+33         0.332233            13.785              
0.000971159         8.09053e+33         0.332467            13.7818             
0.000972949         8.10545e+33         0.332701            13.7785             
0.000974744         8.12039e+33         0.332936            13.7753             
0.000976541         8.13537e+33         0.333171            13.772              
0.000978342         8.15037e+33         0.333407            13.7688             
0.000980146         8.1654e+33          0.333643            13.7655             
0.000981953         8.18045e+33         0.33388             13.7623             
0.000983764         8.19554e+33         0.334117            13.7591             
0.000985578         8.21065e+33         0.334355            13.7558             
0.000987395         8.22579e+33         0.334593            13.7525             
0.000989216         8.24096e+33         0.334832            13.7493             
0.00099104          8.25615e+33         0.335071            13.746              
0.000992867         8.27138e+33         0.335311            13.7428             
0.000994698         8.28663e+33         0.335551            13.7395             
0.000996532         8.30191e+33         0.335792            13.7362             
0.00099837          8.31722e+33         0.336033            13.7329             
0.00100021          8.33255e+33         0.336275            13.7297             
0.00100205          8.34792e+33         0.336517            13.7264             
0.0010039           8.36331e+33         0.33676             13.7232             
0.00100575          8.37873e+33         0.337003            13.7199             
0.00100761          8.39418e+33         0.337247            13.7166             
