pressure fraction   pressure [df. units]M [Ms]              R [km]              
0.0499628           4.1623e+35          1.9123              11.1037             
0.0500549           4.16997e+35         1.91302             11.1028             
0.0501472           4.17766e+35         1.91373             11.1018             
0.0502397           4.18537e+35         1.91445             11.1006             
0.0503323           4.19308e+35         1.91516             11.0993             
0.0504251           4.20082e+35         1.91587             11.0983             
0.0505181           4.20856e+35         1.91659             11.0973             
0.0506113           4.21632e+35         1.9173              11.0961             
0.0507046           4.2241e+35          1.91801             11.0948             
0.0507981           4.23189e+35         1.91871             11.0935             
0.0508917           4.23969e+35         1.91942             11.0925             
0.0509856           4.24751e+35         1.92013             11.0914             
0.0510796           4.25534e+35         1.92084             11.0905             
0.0511738           4.26319e+35         1.92154             11.0894             
0.0512681           4.27105e+35         1.92225             11.0884             
0.0513627           4.27892e+35         1.92295             11.0872             
0.0514574           4.28681e+35         1.92365             11.0862             
0.0515523           4.29472e+35         1.92435             11.085              
0.0516473           4.30264e+35         1.92505             11.0837             
0.0517426           4.31057e+35         1.92575             11.0823             
0.051838            4.31852e+35         1.92645             11.0811             
0.0519336           4.32648e+35         1.92715             11.08               
0.0520293           4.33446e+35         1.92785             11.0792             
0.0521253           4.34245e+35         1.92855             11.0783             
0.0522214           4.35046e+35         1.92924             11.0772             
0.0523177           4.35848e+35         1.92994             11.0761             
0.0524141           4.36652e+35         1.93063             11.075              
0.0525108           4.37457e+35         1.93132             11.0738             
0.0526076           4.38264e+35         1.93201             11.0724             
0.0527046           4.39072e+35         1.9327              11.0709             
0.0528018           4.39881e+35         1.93339             11.0697             
0.0528992           4.40692e+35         1.93408             11.0688             
0.0529967           4.41505e+35         1.93477             11.0679             
0.0530944           4.42319e+35         1.93545             11.0669             
0.0531923           4.43135e+35         1.93614             11.0658             
0.0532904           4.43952e+35         1.93682             11.0646             
0.0533887           4.4477e+35          1.93751             11.0635             
0.0534871           4.45591e+35         1.93819             11.0621             
0.0535858           4.46412e+35         1.93887             11.0607             
0.0536846           4.47235e+35         1.93955             11.0594             
0.0537836           4.4806e+35          1.94023             11.0583             
0.0538827           4.48886e+35         1.94091             11.0573             
0.0539821           4.49714e+35         1.94159             11.0564             
0.0540816           4.50543e+35         1.94227             11.0553             
0.0541814           4.51374e+35         1.94295             11.0542             
0.0542813           4.52206e+35         1.94362             11.0529             
0.0543813           4.5304e+35          1.9443              11.0518             
0.0544816           4.53876e+35         1.94497             11.0504             
0.0545821           4.54712e+35         1.94564             11.0492             
0.0546827           4.55551e+35         1.94632             11.048              
0.0547836           4.56391e+35         1.94699             11.047              
0.0548846           4.57232e+35         1.94766             11.046              
0.0549858           4.58076e+35         1.94833             11.045              
0.0550872           4.5892e+35          1.949               11.0439             
0.0551887           4.59766e+35         1.94967             11.0427             
0.0552905           4.60614e+35         1.95034             11.0414             
0.0553925           4.61464e+35         1.951               11.0403             
0.0554946           4.62314e+35         1.95166             11.0391             
0.0555969           4.63167e+35         1.95233             11.0378             
0.0556995           4.64021e+35         1.95299             11.0366             
0.0558022           4.64877e+35         1.95365             11.0355             
0.0559051           4.65734e+35         1.95431             11.0343             
0.0560081           4.66593e+35         1.95497             11.0333             
0.0561114           4.67453e+35         1.95563             11.032              
0.0562149           4.68315e+35         1.95629             11.0307             
0.0563185           4.69178e+35         1.95694             11.0295             
0.0564224           4.70044e+35         1.9576              11.0286             
0.0565264           4.7091e+35          1.95825             11.0273             
0.0566307           4.71779e+35         1.95891             11.0259             
0.0567351           4.72649e+35         1.95956             11.0247             
0.0568397           4.7352e+35          1.96021             11.0237             
0.0569445           4.74393e+35         1.96086             11.0224             
0.0570495           4.75268e+35         1.96152             11.0213             
0.0571547           4.76144e+35         1.96216             11.0199             
0.0572601           4.77022e+35         1.96281             11.0188             
0.0573657           4.77902e+35         1.96346             11.0179             
0.0574715           4.78783e+35         1.9641              11.0167             
0.0575774           4.79666e+35         1.96475             11.0153             
0.0576836           4.8055e+35          1.96539             11.0139             
0.05779             4.81437e+35         1.96603             11.0127             
0.0578965           4.82324e+35         1.96668             11.0114             
0.0580033           4.83214e+35         1.96732             11.0103             
0.0581102           4.84105e+35         1.96796             11.0091             
0.0582174           4.84997e+35         1.9686              11.0079             
0.0583247           4.85892e+35         1.96924             11.0069             
0.0584323           4.86788e+35         1.96987             11.0059             
0.05854             4.87685e+35         1.97051             11.0045             
0.058648            4.88584e+35         1.97115             11.003              
0.0587561           4.89485e+35         1.97178             11.0018             
0.0588645           4.90388e+35         1.97242             11.0008             
0.058973            4.91292e+35         1.97305             10.9995             
0.0590817           4.92198e+35         1.97369             10.9986             
0.0591907           4.93106e+35         1.97432             10.9974             
0.0592998           4.94015e+35         1.97495             10.9962             
0.0594092           4.94926e+35         1.97558             10.9952             
0.0595187           4.95839e+35         1.9762              10.9939             
0.0596285           4.96753e+35         1.97683             10.9924             
0.0597384           4.97669e+35         1.97746             10.9908             
0.0598486           4.98586e+35         1.97808             10.9898             
0.0599589           4.99506e+35         1.9787              10.9886             
0.0600695           5.00427e+35         1.97933             10.9876             
0.0601803           5.0135e+35          1.97995             10.9863             
0.0602912           5.02274e+35         1.98057             10.9851             
0.0604024           5.032e+35           1.98119             10.9841             
0.0605138           5.04128e+35         1.98181             10.9829             
0.0606254           5.05058e+35         1.98243             10.9813             
0.0607371           5.05989e+35         1.98305             10.9798             
0.0608491           5.06922e+35         1.98366             10.9788             
0.0609613           5.07857e+35         1.98428             10.9776             
0.0610737           5.08793e+35         1.98489             10.9766             
0.0611864           5.09731e+35         1.9855              10.9752             
0.0612992           5.10671e+35         1.98611             10.9739             
0.0614122           5.11613e+35         1.98672             10.9728             
0.0615255           5.12556e+35         1.98733             10.9715             
0.0616389           5.13501e+35         1.98794             10.9699             
0.0617526           5.14448e+35         1.98855             10.9686             
0.0618664           5.15397e+35         1.98916             10.9676             
0.0619805           5.16347e+35         1.98977             10.9666             
0.0620948           5.17299e+35         1.99038             10.9656             
0.0622093           5.18253e+35         1.99098             10.9643             
0.062324            5.19209e+35         1.99159             10.9628             
0.0624389           5.20166e+35         1.99219             10.9617             
0.0625541           5.21125e+35         1.99279             10.9604             
0.0626694           5.22086e+35         1.99339             10.9591             
0.062785            5.23049e+35         1.99399             10.9577             
0.0629007           5.24013e+35         1.99459             10.9566             
0.0630167           5.2498e+35          1.99519             10.9555             
0.0631329           5.25948e+35         1.99578             10.9543             
0.0632493           5.26918e+35         1.99638             10.9528             
0.063366            5.27889e+35         1.99697             10.9513             
0.0634828           5.28863e+35         1.99757             10.9502             
0.0635999           5.29838e+35         1.99816             10.9492             
0.0637171           5.30815e+35         1.99875             10.9479             
0.0638346           5.31794e+35         1.99934             10.9464             
0.0639523           5.32774e+35         1.99993             10.9453             
0.0640703           5.33757e+35         2.00052             10.944              
0.0641884           5.34741e+35         2.0011              10.9429             
0.0643068           5.35727e+35         2.00169             10.9412             
0.0644253           5.36715e+35         2.00228             10.9397             
0.0645441           5.37704e+35         2.00286             10.9388             
0.0646631           5.38696e+35         2.00344             10.9377             
0.0647824           5.39689e+35         2.00403             10.9363             
0.0649018           5.40684e+35         2.00461             10.935              
0.0650215           5.41681e+35         2.0052              10.9341             
0.0651414           5.4268e+35          2.00578             10.9328             
0.0652615           5.43681e+35         2.00636             10.9316             
0.0653819           5.44683e+35         2.00693             10.9299             
0.0655024           5.45688e+35         2.00751             10.9286             
0.0656232           5.46694e+35         2.00809             10.9277             
0.0657442           5.47702e+35         2.00866             10.9265             
0.0658654           5.48712e+35         2.00923             10.925              
0.0659869           5.49724e+35         2.00981             10.9235             
0.0661086           5.50737e+35         2.01038             10.9224             
0.0662305           5.51753e+35         2.01095             10.9211             
0.0663526           5.5277e+35          2.01152             10.9198             
0.0664749           5.53789e+35         2.01209             10.9184             
0.0665975           5.54811e+35         2.01266             10.9172             
0.0667203           5.55834e+35         2.01322             10.9161             
0.0668433           5.56859e+35         2.01379             10.9147             
0.0669666           5.57885e+35         2.01435             10.9132             
0.0670901           5.58914e+35         2.01491             10.9119             
0.0672138           5.59945e+35         2.01548             10.9105             
0.0673377           5.60977e+35         2.01604             10.9094             
0.0674619           5.62012e+35         2.0166              10.908              
0.0675863           5.63048e+35         2.01716             10.9068             
0.0677109           5.64086e+35         2.01773             10.9059             
0.0678358           5.65126e+35         2.01829             10.9046             
0.0679609           5.66168e+35         2.01884             10.9032             
0.0680862           5.67212e+35         2.0194              10.9016             
0.0682117           5.68258e+35         2.01995             10.9003             
0.0683375           5.69306e+35         2.02051             10.8991             
0.0684635           5.70356e+35         2.02106             10.898              
0.0685897           5.71407e+35         2.02161             10.8965             
0.0687162           5.72461e+35         2.02216             10.8952             
0.0688429           5.73517e+35         2.02271             10.8941             
0.0689699           5.74574e+35         2.02326             10.8927             
0.069097            5.75634e+35         2.02381             10.8911             
0.0692245           5.76695e+35         2.02436             10.8897             
0.0693521           5.77758e+35         2.0249              10.8886             
0.06948             5.78824e+35         2.02544             10.8876             
0.0696081           5.79891e+35         2.02599             10.886              
0.0697365           5.8096e+35          2.02653             10.8845             
0.069865            5.82032e+35         2.02707             10.8834             
0.0699939           5.83105e+35         2.02761             10.8819             
0.0701229           5.8418e+35          2.02816             10.8806             
0.0702522           5.85257e+35         2.0287              10.8793             
0.0703818           5.86336e+35         2.02924             10.8783             
0.0705116           5.87418e+35         2.02977             10.8771             
0.0706416           5.88501e+35         2.03031             10.8759             
0.0707718           5.89586e+35         2.03084             10.8742             
0.0709023           5.90673e+35         2.03138             10.8729             
0.0710331           5.91762e+35         2.03191             10.8715             
0.071164            5.92853e+35         2.03244             10.8699             
0.0712953           5.93947e+35         2.03297             10.8687             
0.0714267           5.95042e+35         2.0335              10.8677             
0.0715584           5.96139e+35         2.03403             10.8664             
0.0716904           5.97238e+35         2.03456             10.8652             
0.0718226           5.9834e+35          2.03509             10.8635             
0.071955            5.99443e+35         2.03561             10.862              
0.0720877           6.00548e+35         2.03613             10.8606             
0.0722206           6.01656e+35         2.03666             10.8592             
0.0723538           6.02765e+35         2.03718             10.8579             
0.0724872           6.03876e+35         2.03771             10.857              
0.0726209           6.0499e+35          2.03823             10.8558             
0.0727548           6.06106e+35         2.03875             10.8548             
0.0728889           6.07223e+35         2.03927             10.8532             
0.0730233           6.08343e+35         2.03979             10.8514             
0.073158            6.09465e+35         2.0403              10.85               
0.0732929           6.10588e+35         2.04082             10.8487             
0.073428            6.11714e+35         2.04133             10.8474             
0.0735634           6.12842e+35         2.04185             10.8462             
0.0736991           6.13972e+35         2.04236             10.845              
0.073835            6.15104e+35         2.04287             10.8439             
0.0739711           6.16239e+35         2.04338             10.8423             
0.0741075           6.17375e+35         2.04389             10.8404             
0.0742442           6.18513e+35         2.0444              10.8392             
0.0743811           6.19654e+35         2.04491             10.8379             
0.0745182           6.20796e+35         2.04541             10.8365             
0.0746556           6.21941e+35         2.04592             10.8353             
0.0747933           6.23088e+35         2.04643             10.8341             
0.0749312           6.24237e+35         2.04694             10.833              
0.0750694           6.25388e+35         2.04744             10.8316             
0.0752078           6.26541e+35         2.04794             10.8298             
0.0753465           6.27696e+35         2.04844             10.8286             
0.0754854           6.28854e+35         2.04894             10.8273             
0.0756246           6.30013e+35         2.04944             10.8259             
0.075764            6.31175e+35         2.04993             10.8245             
0.0759037           6.32339e+35         2.05043             10.8233             
0.0760437           6.33505e+35         2.05093             10.822              
0.0761839           6.34673e+35         2.05142             10.8204             
0.0763244           6.35843e+35         2.05192             10.8189             
0.0764651           6.37016e+35         2.05241             10.8176             
0.0766061           6.3819e+35          2.0529              10.8162             
0.0767474           6.39367e+35         2.05339             10.8148             
0.0768889           6.40546e+35         2.05388             10.8135             
0.0770307           6.41727e+35         2.05437             10.8121             
0.0771727           6.42911e+35         2.05486             10.811              
0.077315            6.44096e+35         2.05535             10.8096             
0.0774576           6.45284e+35         2.05583             10.8082             
0.0776004           6.46474e+35         2.05632             10.8069             
0.0777435           6.47666e+35         2.0568              10.8054             
0.0778869           6.4886e+35          2.05728             10.8039             
0.0780305           6.50056e+35         2.05776             10.8026             
0.0781744           6.51255e+35         2.05825             10.8011             
0.0783185           6.52456e+35         2.05873             10.7999             
0.0784629           6.53659e+35         2.0592              10.7986             
0.0786076           6.54864e+35         2.05968             10.7971             
0.0787526           6.56072e+35         2.06016             10.7957             
0.0788978           6.57282e+35         2.06063             10.7941             
0.0790433           6.58494e+35         2.0611              10.7926             
0.079189            6.59708e+35         2.06158             10.7914             
0.079335            6.60924e+35         2.06206             10.7899             
0.0794813           6.62143e+35         2.06253             10.789              
0.0796279           6.63364e+35         2.063               10.7877             
0.0797747           6.64587e+35         2.06347             10.7862             
0.0799218           6.65813e+35         2.06394             10.7848             
0.0800692           6.6704e+35          2.0644              10.7831             
0.0802168           6.6827e+35          2.06487             10.7815             
0.0803647           6.69502e+35         2.06534             10.7803             
0.0805129           6.70737e+35         2.0658              10.779              
0.0806614           6.71974e+35         2.06626             10.7779             
0.0808101           6.73213e+35         2.06673             10.7764             
0.0809591           6.74454e+35         2.06719             10.7749             
0.0811084           6.75698e+35         2.06765             10.7733             
0.081258            6.76944e+35         2.0681              10.7716             
0.0814078           6.78192e+35         2.06856             10.7701             
0.0815579           6.79443e+35         2.06903             10.7693             
0.0817083           6.80695e+35         2.06949             10.768              
0.081859            6.81951e+35         2.06994             10.7669             
0.0820099           6.83208e+35         2.07039             10.7653             
0.0821611           6.84468e+35         2.07085             10.7638             
0.0823126           6.8573e+35          2.0713              10.762              
0.0824644           6.86994e+35         2.07175             10.7603             
0.0826165           6.88261e+35         2.0722              10.7592             
0.0827688           6.8953e+35          2.07265             10.7581             
0.0829214           6.90802e+35         2.0731              10.7569             
0.0830743           6.92076e+35         2.07354             10.7554             
0.0832275           6.93352e+35         2.07399             10.7537             
0.083381            6.9463e+35          2.07443             10.7522             
0.0835347           6.95911e+35         2.07488             10.7503             
0.0836887           6.97194e+35         2.07533             10.7492             
0.0838431           6.9848e+35          2.07577             10.7483             
0.0839977           6.99768e+35         2.07621             10.747              
0.0841526           7.01058e+35         2.07665             10.7457             
0.0843077           7.02351e+35         2.07709             10.7441             
0.0844632           7.03646e+35         2.07753             10.7425             
0.0846189           7.04943e+35         2.07796             10.7407             
0.084775            7.06243e+35         2.0784              10.7392             
0.0849313           7.07545e+35         2.07884             10.738              
0.0850879           7.0885e+35          2.07927             10.7369             
0.0852448           7.10157e+35         2.0797              10.7355             
0.085402            7.11467e+35         2.08013             10.734              
0.0855594           7.12779e+35         2.08056             10.7323             
0.0857172           7.14093e+35         2.081               10.7309             
0.0858753           7.1541e+35          2.08143             10.7294             
0.0860336           7.16729e+35         2.08186             10.7281             
0.0861923           7.1805e+35          2.08229             10.7269             
0.0863512           7.19374e+35         2.08271             10.7256             
0.0865104           7.20701e+35         2.08314             10.7243             
0.0866699           7.2203e+35          2.08356             10.7225             
0.0868297           7.23361e+35         2.08398             10.721              
0.0869899           7.24695e+35         2.08441             10.7195             
0.0871503           7.26031e+35         2.08483             10.7179             
0.087311            7.2737e+35          2.08525             10.7165             
0.087472            7.28711e+35         2.08566             10.7154             
0.0876332           7.30055e+35         2.08608             10.714              
0.0877948           7.31401e+35         2.0865              10.7124             
0.0879567           7.3275e+35          2.08692             10.7109             
0.0881189           7.34101e+35         2.08734             10.7096             
0.0882814           7.35455e+35         2.08775             10.7081             
0.0884442           7.36811e+35         2.08816             10.7065             
0.0886073           7.38169e+35         2.08857             10.7054             
0.0887707           7.39531e+35         2.08898             10.7039             
0.0889343           7.40894e+35         2.0894              10.7027             
0.0890983           7.4226e+35          2.0898              10.7008             
0.0892626           7.43629e+35         2.09021             10.6993             
0.0894272           7.45e+35            2.09062             10.6979             
0.0895921           7.46374e+35         2.09102             10.6962             
0.0897573           7.4775e+35          2.09143             10.6948             
0.0899228           7.49129e+35         2.09183             10.6937             
0.0900886           7.5051e+35          2.09224             10.6924             
0.0902548           7.51894e+35         2.09264             10.6909             
0.0904212           7.53281e+35         2.09304             10.6893             
0.0905879           7.5467e+35          2.09344             10.688              
0.0907549           7.56061e+35         2.09384             10.6862             
0.0909223           7.57455e+35         2.09424             10.6846             
0.0910899           7.58852e+35         2.09464             10.6836             
0.0912579           7.60251e+35         2.09503             10.682              
0.0914262           7.61653e+35         2.09543             10.6805             
0.0915948           7.63058e+35         2.09582             10.6789             
0.0917637           7.64465e+35         2.09621             10.6777             
0.0919329           7.65874e+35         2.0966              10.676              
0.0921024           7.67287e+35         2.097               10.6745             
0.0922722           7.68701e+35         2.09739             10.6733             
0.0924424           7.70119e+35         2.09778             10.6719             
0.0926128           7.71539e+35         2.09817             10.6704             
0.0927836           7.72962e+35         2.09855             10.6688             
0.0929547           7.74387e+35         2.09894             10.6675             
0.0931261           7.75815e+35         2.09932             10.6661             
0.0932978           7.77245e+35         2.09971             10.6643             
0.0934698           7.78678e+35         2.10009             10.6627             
0.0936422           7.80114e+35         2.10047             10.6613             
0.0938149           7.81553e+35         2.10085             10.6598             
0.0939878           7.82994e+35         2.10123             10.6584             
0.0941612           7.84438e+35         2.10161             10.6572             
0.0943348           7.85884e+35         2.10199             10.656              
0.0945087           7.87333e+35         2.10237             10.6542             
0.094683            7.88785e+35         2.10275             10.6523             
0.0948576           7.9024e+35          2.10312             10.6511             
0.0950325           7.91697e+35         2.10349             10.6495             
0.0952077           7.93157e+35         2.10387             10.6484             
0.0953833           7.94619e+35         2.10424             10.6468             
0.0955592           7.96084e+35         2.10461             10.6455             
0.0957354           7.97552e+35         2.10498             10.6436             
0.0959119           7.99023e+35         2.10534             10.6416             
0.0960888           8.00496e+35         2.10571             10.6404             
0.0962659           8.01972e+35         2.10609             10.6393             
0.0964434           8.03451e+35         2.10645             10.6383             
0.0966213           8.04933e+35         2.10682             10.6366             
0.0967994           8.06417e+35         2.10718             10.6352             
0.0969779           8.07904e+35         2.10754             10.6334             
0.0971568           8.09393e+35         2.1079              10.6314             
0.0973359           8.10886e+35         2.10827             10.6301             
0.0975154           8.12381e+35         2.10862             10.6288             
0.0976952           8.13879e+35         2.10898             10.6277             
0.0978753           8.1538e+35          2.10934             10.626              
0.0980558           8.16883e+35         2.10969             10.6246             
0.0982366           8.1839e+35          2.11005             10.6231             
0.0984178           8.19899e+35         2.11041             10.6212             
0.0985992           8.21411e+35         2.11077             10.6196             
0.0987811           8.22925e+35         2.11112             10.6185             
0.0989632           8.24443e+35         2.11147             10.6173             
0.0991457           8.25963e+35         2.11182             10.6156             
0.0993285           8.27486e+35         2.11217             10.6142             
0.0995117           8.29012e+35         2.11252             10.6127             
0.0996951           8.3054e+35          2.11287             10.6105             
0.099879            8.32072e+35         2.11321             10.609              
0.100063            8.33606e+35         2.11356             10.6078             
0.100248            8.35143e+35         2.1139              10.6068             
0.100433            8.36683e+35         2.11425             10.6054             
0.100618            8.38226e+35         2.1146              10.6037             
0.100803            8.39772e+35         2.11494             10.6022             
0.100989            8.4132e+35          2.11528             10.6                
0.101175            8.42871e+35         2.11562             10.5986             
0.101362            8.44426e+35         2.11596             10.5975             
0.101549            8.45983e+35         2.1163              10.5963             
0.101736            8.47543e+35         2.11663             10.5946             
0.101924            8.49105e+35         2.11697             10.5929             
0.102112            8.50671e+35         2.1173              10.5912             
0.1023              8.5224e+35          2.11764             10.5894             
0.102488            8.53811e+35         2.11798             10.5881             
0.102677            8.55386e+35         2.11831             10.5871             
0.102867            8.56963e+35         2.11864             10.5857             
0.103056            8.58543e+35         2.11897             10.5841             
0.103247            8.60126e+35         2.11929             10.5823             
0.103437            8.61712e+35         2.11963             10.5809             
0.103628            8.63301e+35         2.11995             10.579              
0.103819            8.64893e+35         2.12028             10.5775             
0.10401             8.66488e+35         2.1206              10.5762             
0.104202            8.68085e+35         2.12092             10.575              
0.104394            8.69686e+35         2.12125             10.5735             
0.104587            8.7129e+35          2.12158             10.5718             
0.104779            8.72896e+35         2.1219              10.5702             
0.104973            8.74506e+35         2.12222             10.5685             
0.105166            8.76119e+35         2.12253             10.5669             
0.10536             8.77734e+35         2.12285             10.5656             
0.105554            8.79352e+35         2.12317             10.5644             
0.105749            8.80974e+35         2.12349             10.5628             
0.105944            8.82598e+35         2.1238              10.5609             
0.106139            8.84226e+35         2.12411             10.5594             
0.106335            8.85856e+35         2.12443             10.5577             
0.106531            8.8749e+35          2.12475             10.5563             
0.106728            8.89126e+35         2.12506             10.5551             
0.106924            8.90766e+35         2.12537             10.5538             
0.107122            8.92408e+35         2.12568             10.552              
0.107319            8.94054e+35         2.12598             10.5501             
0.107517            8.95702e+35         2.12629             10.549              
0.107715            8.97354e+35         2.1266              10.5473             
0.107914            8.99009e+35         2.1269              10.5457             
0.108113            9.00666e+35         2.12721             10.5441             
0.108312            9.02327e+35         2.12751             10.5428             
0.108512            9.03991e+35         2.12782             10.541              
0.108712            9.05658e+35         2.12812             10.5396             
0.108912            9.07328e+35         2.12842             10.5384             
0.109113            9.09001e+35         2.12872             10.5366             
0.109314            9.10677e+35         2.12902             10.535              
0.109516            9.12356e+35         2.12932             10.5334             
0.109718            9.14039e+35         2.12961             10.5322             
0.10992             9.15724e+35         2.12991             10.5302             
0.110123            9.17413e+35         2.1302              10.5287             
0.110326            9.19104e+35         2.13049             10.5273             
0.110529            9.20799e+35         2.13079             10.5256             
0.110733            9.22497e+35         2.13109             10.5244             
0.110937            9.24198e+35         2.13138             10.5228             
0.111142            9.25902e+35         2.13167             10.5213             
0.111347            9.27609e+35         2.13195             10.5194             
0.111552            9.2932e+35          2.13224             10.5181             
0.111758            9.31033e+35         2.13253             10.5167             
0.111964            9.3275e+35          2.13282             10.5148             
0.112171            9.3447e+35          2.1331              10.5133             
0.112377            9.36193e+35         2.13338             10.5115             
0.112585            9.37919e+35         2.13367             10.5101             
0.112792            9.39649e+35         2.13396             10.5088             
0.113               9.41382e+35         2.13424             10.5075             
0.113209            9.43117e+35         2.13452             10.5059             
0.113417            9.44856e+35         2.13479             10.5038             
0.113626            9.46599e+35         2.13507             10.5023             
0.113836            9.48344e+35         2.13535             10.5008             
0.114046            9.50093e+35         2.13563             10.4995             
0.114256            9.51845e+35         2.1359              10.4979             
0.114467            9.536e+35           2.13617             10.4964             
0.114678            9.55358e+35         2.13645             10.4947             
0.114889            9.5712e+35          2.13673             10.493              
0.115101            9.58885e+35         2.137               10.4915             
0.115313            9.60653e+35         2.13727             10.4899             
0.115526            9.62424e+35         2.13754             10.4886             
0.115739            9.64199e+35         2.1378              10.4872             
0.115952            9.65977e+35         2.13807             10.4858             
0.116166            9.67758e+35         2.13834             10.4838             
0.11638             9.69543e+35         2.1386              10.482              
0.116595            9.7133e+35          2.13887             10.48               
0.11681             9.73121e+35         2.13913             10.4791             
0.117025            9.74916e+35         2.1394              10.4779             
0.117241            9.76713e+35         2.13966             10.4764             
0.117457            9.78514e+35         2.13992             10.4748             
0.117674            9.80319e+35         2.14018             10.4727             
0.117891            9.82126e+35         2.14044             10.4711             
0.118108            9.83937e+35         2.1407              10.4694             
0.118326            9.85752e+35         2.14096             10.4683             
0.118544            9.87569e+35         2.14121             10.4666             
0.118763            9.8939e+35          2.14147             10.4652             
0.118982            9.91215e+35         2.14173             10.4638             
0.119201            9.93042e+35         2.14198             10.4618             
0.119421            9.94874e+35         2.14223             10.46               
0.119641            9.96708e+35         2.14248             10.4586             
0.119862            9.98546e+35         2.14273             10.4573             
0.120083            1.00039e+36         2.14298             10.4559             
0.120304            1.00223e+36         2.14323             10.4543             
0.120526            1.00408e+36         2.14348             10.4524             
0.120748            1.00593e+36         2.14372             10.4504             
0.120971            1.00779e+36         2.14397             10.4489             
0.121194            1.00964e+36         2.14422             10.448              
0.121418            1.01151e+36         2.14447             10.4465             
0.121642            1.01337e+36         2.14471             10.4449             
0.121866            1.01524e+36         2.14495             10.4431             
0.122091            1.01711e+36         2.14519             10.4411             
0.122316            1.01899e+36         2.14543             10.4396             
0.122541            1.02087e+36         2.14567             10.438              
0.122767            1.02275e+36         2.1459              10.4368             
0.122994            1.02463e+36         2.14614             10.4351             
0.12322             1.02652e+36         2.14638             10.4339             
0.123448            1.02842e+36         2.14662             10.4321             
0.123675            1.03031e+36         2.14685             10.4299             
0.123903            1.03221e+36         2.14709             10.4285             
0.124132            1.03412e+36         2.14732             10.4272             
0.124361            1.03602e+36         2.14755             10.426              
0.12459             1.03793e+36         2.14778             10.4243             
0.12482             1.03985e+36         2.14801             10.4224             
0.12505             1.04176e+36         2.14824             10.4203             
0.12528             1.04369e+36         2.14847             10.419              
0.125511            1.04561e+36         2.1487              10.4176             
0.125743            1.04754e+36         2.14892             10.4165             
0.125975            1.04947e+36         2.14915             10.4148             
0.126207            1.05141e+36         2.14937             10.4131             
0.12644             1.05334e+36         2.1496              10.4113             
0.126673            1.05529e+36         2.14982             10.4094             
0.126906            1.05723e+36         2.15004             10.4079             
0.12714             1.05918e+36         2.15026             10.4063             
0.127375            1.06113e+36         2.15048             10.4051             
0.12761             1.06309e+36         2.1507              10.4037             
0.127845            1.06505e+36         2.15092             10.4021             
0.128081            1.06702e+36         2.15113             10.3999             
0.128317            1.06898e+36         2.15135             10.3982             
0.128554            1.07095e+36         2.15156             10.3969             
0.128791            1.07293e+36         2.15178             10.3956             
0.129028            1.07491e+36         2.15199             10.3939             
0.129266            1.07689e+36         2.1522              10.3922             
0.129504            1.07887e+36         2.15241             10.3903             
0.129743            1.08086e+36         2.15263             10.3889             
0.129982            1.08286e+36         2.15284             10.3875             
0.130222            1.08485e+36         2.15304             10.3856             
0.130462            1.08685e+36         2.15325             10.3843             
0.130703            1.08886e+36         2.15346             10.3827             
0.130944            1.09087e+36         2.15366             10.381              
0.131185            1.09288e+36         2.15387             10.3792             
0.131427            1.09489e+36         2.15407             10.3775             
0.131669            1.09691e+36         2.15427             10.3759             
0.131912            1.09893e+36         2.15448             10.3748             
0.132155            1.10096e+36         2.15468             10.3732             
0.132399            1.10299e+36         2.15488             10.3714             
0.132643            1.10502e+36         2.15507             10.3695             
0.132888            1.10706e+36         2.15528             10.3681             
0.133133            1.1091e+36          2.15547             10.3667             
0.133378            1.11115e+36         2.15567             10.3647             
0.133624            1.1132e+36          2.15586             10.3633             
0.133871            1.11525e+36         2.15606             10.3615             
0.134118            1.11731e+36         2.15626             10.3601             
0.134365            1.11937e+36         2.15645             10.3585             
0.134613            1.12143e+36         2.15664             10.3568             
0.134861            1.1235e+36          2.15683             10.3552             
0.13511             1.12557e+36         2.15702             10.3538             
0.135359            1.12765e+36         2.15721             10.352              
0.135608            1.12973e+36         2.15739             10.3502             
0.135858            1.13181e+36         2.15758             10.3486             
0.136109            1.1339e+36          2.15777             10.3471             
0.13636             1.13599e+36         2.15796             10.3459             
0.136611            1.13808e+36         2.15814             10.3439             
0.136863            1.14018e+36         2.15832             10.3424             
0.137116            1.14228e+36         2.1585              10.3404             
0.137368            1.14439e+36         2.15869             10.3392             
0.137622            1.1465e+36          2.15887             10.3375             
0.137875            1.14861e+36         2.15905             10.3357             
0.13813             1.15073e+36         2.15922             10.3339             
0.138384            1.15285e+36         2.15941             10.3327             
0.13864             1.15498e+36         2.15959             10.3311             
0.138895            1.15711e+36         2.15976             10.3294             
