pressure_fraction   density_c[fm-3]     M[Ms]               R[km]               
0.0001              0.0823207           0.126818            22.5026             
0.000100184         0.0824448           0.126901            22.4878             
0.000100369         0.082569            0.126983            22.4732             
0.000100554         0.0826935           0.127065            22.4588             
0.00010074          0.0828182           0.127145            22.4445             
0.000100925         0.0829432           0.127225            22.4304             
0.000101111         0.0830683           0.127304            22.4164             
0.000101298         0.0831938           0.127382            22.4026             
0.000101485         0.0833194           0.12746             22.3889             
0.000101672         0.0834453           0.127536            22.3754             
0.000101859         0.0835714           0.127611            22.362              
0.000102047         0.0836977           0.127686            22.3488             
0.000102235         0.0838243           0.12776             22.3358             
0.000102424         0.0839511           0.127833            22.3228             
0.000102613         0.0840781           0.127904            22.3101             
0.000102802         0.0842054           0.127975            22.2974             
0.000102991         0.0843329           0.128046            22.285              
0.000103181         0.0844606           0.128115            22.2726             
0.000103372         0.0845886           0.128183            22.2605             
0.000103562         0.0847168           0.128251            22.2484             
0.000103753         0.0848453           0.128317            22.2365             
0.000103945         0.0849739           0.128383            22.2248             
0.000104136         0.0851029           0.128448            22.2132             
0.000104328         0.085232            0.128512            22.2017             
0.000104521         0.0853614           0.128575            22.1904             
0.000104713         0.0854911           0.128637            22.1792             
0.000104906         0.0856209           0.128698            22.1681             
0.0001051           0.0857511           0.128758            22.1572             
0.000105294         0.0858814           0.128817            22.1464             
0.000105488         0.086012            0.128876            22.1358             
0.000105682         0.0861428           0.128933            22.1253             
0.000105877         0.0862739           0.12899             22.1149             
0.000106072         0.0864052           0.129046            22.1047             
0.000106268         0.0865368           0.129101            22.0945             
0.000106464         0.0866686           0.129155            22.0846             
0.00010666          0.0868006           0.129208            22.0747             
0.000106857         0.0869329           0.12926             22.065              
0.000107054         0.0870655           0.129311            22.0554             
0.000107251         0.0871983           0.129361            22.046              
0.000107449         0.0873313           0.129411            22.0366             
0.000107647         0.0874645           0.12946             22.0275             
0.000107846         0.0875981           0.129507            22.0184             
0.000108045         0.0877318           0.129554            22.0094             
0.000108244         0.0878658           0.1296              22.0006             
0.000108443         0.0880001           0.129645            21.9919             
0.000108643         0.0881346           0.129689            21.9833             
0.000108844         0.0882693           0.129732            21.9749             
0.000109044         0.0884043           0.129775            21.9666             
0.000109245         0.0885396           0.129816            21.9584             
0.000109447         0.0886751           0.129857            21.9503             
0.000109649         0.0888108           0.129897            21.9423             
0.000109851         0.0889468           0.129936            21.9345             
0.000110053         0.0890831           0.129974            21.9267             
0.000110256         0.0892196           0.130011            21.9191             
0.00011046          0.0893563           0.130047            21.9116             
0.000110663         0.0894933           0.130083            21.9042             
0.000110867         0.0896306           0.130118            21.897              
0.000111072         0.0897681           0.130151            21.8898             
0.000111277         0.0899059           0.130184            21.8828             
0.000111482         0.0900191           0.130217            21.8758             
0.000111687         0.0900772           0.130248            21.869              
0.000111893         0.0901354           0.130279            21.8621             
0.0001121           0.0901937           0.13031             21.8553             
0.000112306         0.0902521           0.130341            21.8485             
0.000112514         0.0903106           0.130371            21.8417             
0.000112721         0.0903692           0.130401            21.835              
0.000112929         0.0904279           0.130431            21.8282             
0.000113137         0.0904868           0.13046             21.8215             
0.000113346         0.0905457           0.130489            21.8148             
0.000113555         0.0906048           0.130518            21.8081             
0.000113764         0.0906639           0.130547            21.8014             
0.000113974         0.0907232           0.130576            21.7947             
0.000114184         0.0907826           0.130604            21.788              
0.000114395         0.0908421           0.130632            21.7813             
0.000114605         0.0909017           0.13066             21.7747             
0.000114817         0.0909614           0.130688            21.768              
0.000115029         0.0910212           0.130716            21.7613             
0.000115241         0.0910812           0.130743            21.7547             
0.000115453         0.0911412           0.130771            21.748              
0.000115666         0.0912014           0.130798            21.7414             
0.000115879         0.0912616           0.130825            21.7347             
0.000116093         0.091322            0.130852            21.7281             
0.000116307         0.0913825           0.130879            21.7214             
0.000116522         0.0914431           0.130905            21.7147             
0.000116736         0.0915038           0.130932            21.7081             
0.000116952         0.0915646           0.130959            21.7014             
0.000117167         0.0916256           0.130985            21.6947             
0.000117383         0.0916866           0.131012            21.688              
0.0001176           0.0917478           0.131038            21.6813             
0.000117817         0.091809            0.131064            21.6746             
0.000118034         0.0918704           0.13109             21.6679             
0.000118251         0.0919319           0.131117            21.6612             
0.00011847          0.0919935           0.131143            21.6545             
0.000118688         0.0920553           0.131169            21.6477             
0.000118907         0.0921171           0.131195            21.641              
0.000119126         0.0921791           0.131221            21.6342             
0.000119346         0.0922411           0.131247            21.6274             
0.000119566         0.0923033           0.131273            21.6206             
0.000119786         0.0923656           0.131299            21.6138             
0.000120007         0.092428            0.131325            21.607              
0.000120228         0.0924906           0.131351            21.6001             
0.00012045          0.0925532           0.131377            21.5933             
0.000120672         0.092616            0.131403            21.5864             
0.000120895         0.0926788           0.131429            21.5795             
0.000121118         0.0927418           0.131455            21.5725             
0.000121341         0.0928049           0.131481            21.5656             
0.000121565         0.0928681           0.131507            21.5586             
0.000121789         0.0929315           0.131534            21.5517             
0.000122014         0.0929949           0.13156             21.5447             
0.000122238         0.0930585           0.131586            21.5376             
0.000122464         0.0931222           0.131612            21.5306             
0.00012269          0.093186            0.131639            21.5235             
0.000122916         0.0932499           0.131665            21.5164             
0.000123143         0.093314            0.131692            21.5093             
0.00012337          0.0933781           0.131718            21.5021             
0.000123597         0.0934424           0.131745            21.4949             
0.000123825         0.0935068           0.131772            21.4877             
0.000124053         0.0935713           0.131799            21.4805             
0.000124282         0.093636            0.131826            21.4733             
0.000124511         0.0937007           0.131853            21.466              
0.000124741         0.0937656           0.13188             21.4587             
0.000124971         0.0938306           0.131907            21.4513             
0.000125201         0.0938957           0.131935            21.4439             
0.000125432         0.0939609           0.131962            21.4365             
0.000125663         0.0940263           0.13199             21.4291             
0.000125895         0.0940918           0.132017            21.4216             
0.000126127         0.0941574           0.132045            21.4141             
0.00012636          0.0942231           0.132073            21.4066             
0.000126593         0.0942889           0.132102            21.3991             
0.000126826         0.0943549           0.13213             21.3915             
0.00012706          0.0944209           0.132158            21.3838             
0.000127294         0.0944871           0.132187            21.3762             
0.000127529         0.0945535           0.132216            21.3685             
0.000127764         0.0946199           0.132245            21.3608             
0.000128            0.0946865           0.132274            21.353              
0.000128236         0.0947532           0.132303            21.3452             
0.000128472         0.09482             0.132332            21.3374             
0.000128709         0.0948869           0.132362            21.3295             
0.000128947         0.094954            0.132392            21.3216             
0.000129184         0.0950212           0.132422            21.3137             
0.000129423         0.0950885           0.132452            21.3057             
0.000129661         0.0951559           0.132482            21.2977             
0.0001299           0.0952235           0.132513            21.2896             
0.00013014          0.0952912           0.132544            21.2816             
0.00013038          0.095359            0.132575            21.2734             
0.00013062          0.0954269           0.132606            21.2653             
0.000130861         0.095495            0.132637            21.2571             
0.000131102         0.0955631           0.132669            21.2488             
0.000131344         0.0956314           0.1327              21.2406             
0.000131586         0.0956999           0.132732            21.2322             
0.000131829         0.0957684           0.132765            21.2239             
0.000132072         0.0958371           0.132797            21.2155             
0.000132316         0.0959059           0.13283             21.2071             
0.00013256          0.0959749           0.132863            21.1986             
0.000132804         0.0960439           0.132896            21.1901             
0.000133049         0.0961131           0.132929            21.1815             
0.000133294         0.0961825           0.132963            21.173              
0.00013354          0.0962519           0.132997            21.1643             
0.000133786         0.0963215           0.133031            21.1557             
0.000134033         0.0963912           0.133065            21.147              
0.00013428          0.096461            0.1331              21.1382             
0.000134528         0.096531            0.133135            21.1294             
0.000134776         0.0966011           0.13317             21.1206             
0.000135024         0.0966713           0.133205            21.1117             
0.000135273         0.0967417           0.133241            21.1028             
0.000135523         0.0968121           0.133277            21.0939             
0.000135773         0.0968828           0.133313            21.0849             
0.000136023         0.0969535           0.133349            21.0759             
0.000136274         0.0970244           0.133386            21.0668             
0.000136525         0.0970954           0.133423            21.0577             
0.000136777         0.0971665           0.13346             21.0486             
0.000137029         0.0972378           0.133498            21.0394             
0.000137282         0.0973092           0.133535            21.0302             
0.000137535         0.0973807           0.133574            21.0209             
0.000137788         0.0974524           0.133612            21.0116             
0.000138042         0.0975241           0.13365             21.0023             
0.000138297         0.0975961           0.133689            20.9929             
0.000138552         0.0976681           0.133728            20.9835             
0.000138808         0.0977403           0.133768            20.9741             
0.000139063         0.0978126           0.133808            20.9646             
0.00013932          0.0978851           0.133848            20.9551             
0.000139577         0.0979577           0.133888            20.9455             
0.000139834         0.0980304           0.133928            20.936              
0.000140092         0.0981033           0.133969            20.9263             
0.00014035          0.0981763           0.13401             20.9167             
0.000140609         0.0982494           0.134052            20.907              
0.000140868         0.0983226           0.134093            20.8973             
0.000141128         0.098396            0.134135            20.8875             
0.000141388         0.0984696           0.134177            20.8777             
0.000141649         0.0985432           0.13422             20.8679             
0.00014191          0.098617            0.134262            20.858              
0.000142172         0.098691            0.134305            20.8482             
0.000142434         0.0987651           0.134349            20.8383             
0.000142697         0.0988393           0.134392            20.8283             
0.00014296          0.0989136           0.134436            20.8183             
0.000143223         0.0989881           0.13448             20.8083             
0.000143488         0.0990627           0.134524            20.7983             
0.000143752         0.0991375           0.134569            20.7883             
0.000144017         0.0992124           0.134614            20.7782             
0.000144283         0.0992874           0.134659            20.7681             
0.000144549         0.0993626           0.134704            20.7579             
0.000144815         0.0994379           0.13475             20.7478             
0.000145082         0.0995134           0.134795            20.7376             
0.00014535          0.099589            0.134841            20.7274             
0.000145618         0.0996647           0.134888            20.7172             
0.000145886         0.0997406           0.134934            20.707              
0.000146155         0.0998166           0.134981            20.6967             
0.000146425         0.0998927           0.135028            20.6864             
0.000146695         0.099969            0.135075            20.6761             
0.000146965         0.100037            0.135122            20.6658             
0.000147236         0.100098            0.13517             20.6555             
0.000147508         0.10016             0.135218            20.6452             
0.00014778          0.100222            0.135266            20.6348             
0.000148052         0.100284            0.135314            20.6244             
0.000148325         0.100346            0.135362            20.614              
0.000148599         0.100408            0.135411            20.6036             
0.000148873         0.100471            0.13546             20.5932             
0.000149147         0.100533            0.135509            20.5828             
0.000149422         0.100596            0.135558            20.5724             
0.000149698         0.100659            0.135607            20.5619             
0.000149974         0.100721            0.135657            20.5514             
0.000150251         0.100784            0.135707            20.5409             
0.000150528         0.100847            0.135757            20.5304             
0.000150805         0.100911            0.135807            20.5199             
0.000151083         0.100974            0.135857            20.5094             
0.000151362         0.101037            0.135908            20.4989             
0.000151641         0.101101            0.135959            20.4883             
0.000151921         0.101164            0.13601             20.4777             
0.000152201         0.101228            0.136061            20.4672             
0.000152481         0.101292            0.136113            20.4566             
0.000152763         0.101356            0.136164            20.446              
0.000153044         0.10142             0.136216            20.4353             
0.000153326         0.101484            0.136268            20.4247             
0.000153609         0.101549            0.136321            20.4141             
0.000153892         0.101613            0.136373            20.4034             
0.000154176         0.101678            0.136426            20.3927             
0.00015446          0.101743            0.136479            20.382              
0.000154745         0.101807            0.136532            20.3713             
0.000155031         0.101872            0.136585            20.3606             
0.000155316         0.101937            0.136638            20.3499             
0.000155603         0.102003            0.136692            20.3392             
0.00015589          0.102068            0.136746            20.3284             
0.000156177         0.102133            0.1368              20.3177             
0.000156465         0.102199            0.136854            20.3069             
0.000156754         0.102265            0.136909            20.2961             
0.000157043         0.10233             0.136964            20.2853             
0.000157332         0.102396            0.137019            20.2745             
0.000157622         0.102462            0.137074            20.2637             
0.000157913         0.102528            0.137129            20.2529             
0.000158204         0.102595            0.137185            20.2421             
0.000158496         0.102661            0.13724             20.2312             
0.000158788         0.102728            0.137296            20.2204             
0.000159081         0.102794            0.137353            20.2095             
0.000159374         0.102861            0.137409            20.1986             
0.000159668         0.102928            0.137466            20.1877             
0.000159963         0.102995            0.137522            20.1768             
0.000160258         0.103062            0.137579            20.1659             
0.000160553         0.103129            0.137637            20.155              
0.000160849         0.103197            0.137694            20.1441             
0.000161146         0.103264            0.137752            20.1331             
0.000161443         0.103332            0.13781             20.1222             
0.000161741         0.1034              0.137868            20.1112             
0.000162039         0.103468            0.137926            20.1003             
0.000162338         0.103536            0.137984            20.0893             
0.000162637         0.103604            0.138043            20.0783             
0.000162937         0.103672            0.138102            20.0673             
0.000163237         0.10374             0.138161            20.0563             
0.000163538         0.103809            0.138221            20.0453             
0.00016384          0.103878            0.13828             20.0343             
0.000164142         0.103946            0.13834             20.0232             
0.000164445         0.104015            0.1384              20.0122             
0.000164748         0.104084            0.13846             20.0011             
0.000165052         0.104153            0.13852             19.9901             
0.000165356         0.104223            0.138581            19.979              
0.000165661         0.104292            0.138642            19.968              
0.000165966         0.104362            0.138703            19.9569             
0.000166272         0.104431            0.138764            19.9458             
0.000166579         0.104501            0.138826            19.9347             
0.000166886         0.104571            0.138888            19.9236             
0.000167194         0.104641            0.138949            19.9125             
0.000167502         0.104711            0.139012            19.9013             
0.000167811         0.104781            0.139074            19.8902             
0.00016812          0.104852            0.139137            19.8791             
0.00016843          0.104922            0.139199            19.8679             
0.000168741         0.104993            0.139262            19.8568             
0.000169052         0.105064            0.139326            19.8456             
0.000169364         0.105135            0.139389            19.8345             
0.000169676         0.105206            0.139453            19.8233             
0.000169989         0.105277            0.139517            19.8121             
0.000170303         0.105349            0.139581            19.8009             
0.000170617         0.10542             0.139645            19.7897             
0.000170931         0.105492            0.13971             19.7785             
0.000171246         0.105563            0.139774            19.7673             
0.000171562         0.105635            0.139839            19.7561             
0.000171878         0.105707            0.139905            19.7449             
0.000172195         0.105779            0.13997             19.7337             
0.000172513         0.105852            0.140036            19.7225             
0.000172831         0.105924            0.140102            19.7112             
0.00017315          0.105997            0.140168            19.7                
0.000173469         0.106069            0.140234            19.6887             
0.000173789         0.106142            0.140301            19.6775             
0.000174109         0.106215            0.140368            19.6662             
0.00017443          0.106288            0.140435            19.655              
0.000174752         0.106361            0.140502            19.6437             
0.000175074         0.106435            0.140569            19.6324             
0.000175397         0.106508            0.140637            19.6212             
0.00017572          0.106582            0.140705            19.6099             
0.000176044         0.106656            0.140773            19.5986             
0.000176369         0.106729            0.140841            19.5873             
0.000176694         0.106803            0.14091             19.576              
0.00017702          0.106878            0.140979            19.5647             
0.000177347         0.106952            0.141048            19.5534             
0.000177674         0.107026            0.141117            19.5421             
0.000178001         0.107101            0.141187            19.5308             
0.000178329         0.107176            0.141257            19.5195             
0.000178658         0.10725             0.141327            19.5081             
0.000178988         0.107325            0.141397            19.4968             
0.000179318         0.107401            0.141467            19.4855             
0.000179648         0.107476            0.141538            19.4742             
0.00017998          0.107551            0.141609            19.4628             
0.000180311         0.107627            0.14168             19.4515             
0.000180644         0.107702            0.141751            19.4401             
0.000180977         0.107778            0.141823            19.4288             
0.000181311         0.107854            0.141895            19.4175             
0.000181645         0.10793             0.141967            19.4061             
0.00018198          0.108007            0.142039            19.3948             
0.000182316         0.108083            0.142111            19.3834             
0.000182652         0.108159            0.142184            19.372              
0.000182989         0.108236            0.142257            19.3607             
0.000183326         0.108313            0.14233             19.3493             
0.000183664         0.10839             0.142404            19.338              
0.000184003         0.108467            0.142477            19.3266             
0.000184342         0.108544            0.142551            19.3152             
0.000184682         0.108622            0.142625            19.3039             
0.000185022         0.108699            0.1427              19.2925             
0.000185364         0.108777            0.142774            19.2811             
0.000185705         0.108854            0.142849            19.2697             
0.000186048         0.108932            0.142924            19.2584             
0.000186391         0.109011            0.143               19.247              
0.000186735         0.109089            0.143075            19.2356             
0.000187079         0.109167            0.143151            19.2242             
0.000187424         0.109246            0.143227            19.2128             
0.000187769         0.109324            0.143303            19.2015             
0.000188116         0.109403            0.14338             19.1901             
0.000188463         0.109482            0.143456            19.1787             
0.00018881          0.109561            0.143533            19.1673             
0.000189158         0.10964             0.14361             19.1559             
0.000189507         0.10972             0.143688            19.1445             
0.000189856         0.109799            0.143766            19.1331             
0.000190207         0.109879            0.143843            19.1218             
0.000190557         0.109959            0.143922            19.1104             
0.000190909         0.110032            0.144               19.099              
0.000191261         0.110098            0.144079            19.0876             
0.000191613         0.110164            0.144157            19.0762             
0.000191967         0.11023             0.144236            19.0648             
0.000192321         0.110296            0.144316            19.0535             
0.000192675         0.110362            0.144395            19.0421             
0.000193031         0.110428            0.144475            19.0307             
0.000193387         0.110495            0.144555            19.0193             
0.000193743         0.110561            0.144635            19.0079             
0.0001941           0.110628            0.144716            18.9966             
0.000194458         0.110695            0.144797            18.9852             
0.000194817         0.110762            0.144878            18.9738             
0.000195176         0.110829            0.144959            18.9624             
0.000195536         0.110896            0.14504             18.951              
0.000195897         0.110964            0.145122            18.9397             
0.000196258         0.111031            0.145204            18.9283             
0.00019662          0.111099            0.145286            18.9169             
0.000196982         0.111166            0.145369            18.9055             
0.000197345         0.111234            0.145451            18.8942             
0.000197709         0.111302            0.145534            18.8828             
0.000198074         0.11137             0.145617            18.8714             
0.000198439         0.111438            0.145701            18.8601             
0.000198805         0.111507            0.145784            18.8487             
0.000199172         0.111575            0.145868            18.8373             
0.000199539         0.111644            0.145952            18.826              
0.000199907         0.111713            0.146037            18.8146             
0.000200275         0.111781            0.146122            18.8033             
0.000200645         0.11185             0.146206            18.7919             
0.000201015         0.11192             0.146292            18.7806             
0.000201385         0.111989            0.146377            18.7692             
0.000201757         0.112058            0.146463            18.7579             
0.000202129         0.112128            0.146548            18.7465             
0.000202501         0.112197            0.146635            18.7352             
0.000202875         0.112267            0.146721            18.7238             
0.000203249         0.112337            0.146808            18.7125             
0.000203624         0.112407            0.146894            18.7012             
0.000203999         0.112477            0.146982            18.6898             
0.000204375         0.112547            0.147069            18.6785             
0.000204752         0.112618            0.147157            18.6672             
0.00020513          0.112688            0.147245            18.6559             
0.000205508         0.112759            0.147333            18.6445             
0.000205887         0.11283             0.147421            18.6332             
0.000206267         0.112901            0.14751             18.6219             
0.000206647         0.112972            0.147599            18.6106             
0.000207028         0.113043            0.147688            18.5993             
0.00020741          0.113114            0.147777            18.588              
0.000207792         0.113186            0.147867            18.5767             
0.000208175         0.113257            0.147957            18.5654             
0.000208559         0.113329            0.148047            18.5541             
0.000208944         0.113401            0.148138            18.5428             
0.000209329         0.113473            0.148228            18.5315             
0.000209715         0.113545            0.148319            18.5202             
0.000210102         0.113617            0.14841             18.509              
0.000210489         0.113689            0.148502            18.4977             
0.000210877         0.113762            0.148594            18.4864             
0.000211266         0.113834            0.148686            18.4752             
0.000211656         0.113907            0.148778            18.4639             
0.000212046         0.11398             0.148871            18.4526             
0.000212437         0.114053            0.148963            18.4414             
0.000212829         0.114126            0.149056            18.4301             
0.000213221         0.1142              0.14915             18.4189             
0.000213614         0.114273            0.149243            18.4076             
0.000214008         0.114347            0.149337            18.3964             
0.000214403         0.11442             0.149431            18.3852             
0.000214798         0.114494            0.149526            18.3739             
0.000215194         0.114568            0.14962             18.3627             
0.000215591         0.114642            0.149715            18.3515             
0.000215988         0.114717            0.14981             18.3403             
0.000216387         0.114791            0.149906            18.3291             
0.000216786         0.114865            0.150001            18.3179             
0.000217185         0.11494             0.150097            18.3067             
0.000217586         0.115015            0.150194            18.2955             
0.000217987         0.11509             0.15029             18.2843             
0.000218389         0.115165            0.150387            18.2731             
0.000218792         0.11524             0.150484            18.2619             
0.000219195         0.115316            0.150581            18.2508             
0.000219599         0.115391            0.150679            18.2396             
0.000220004         0.115467            0.150777            18.2284             
0.00022041          0.115542            0.150875            18.2173             
0.000220816         0.115618            0.150973            18.2061             
0.000221224         0.115694            0.151072            18.195              
0.000221632         0.115771            0.15117             18.1839             
0.00022204          0.115847            0.15127             18.1727             
0.00022245          0.115923            0.151369            18.1616             
0.00022286          0.116               0.151469            18.1505             
0.000223271         0.116077            0.151569            18.1394             
0.000223682         0.116154            0.151669            18.1283             
0.000224095         0.116231            0.15177             18.1172             
0.000224508         0.116308            0.15187             18.1061             
0.000224922         0.116385            0.151971            18.095              
0.000225337         0.116463            0.152073            18.0839             
0.000225752         0.11654             0.152174            18.0728             
0.000226169         0.116618            0.152276            18.0618             
0.000226586         0.116696            0.152379            18.0507             
0.000227003         0.116774            0.152481            18.0396             
0.000227422         0.116852            0.152584            18.0286             
0.000227841         0.116931            0.152687            18.0176             
0.000228262         0.117009            0.15279             18.0065             
0.000228682         0.117088            0.152893            17.9955             
0.000229104         0.117166            0.152997            17.9845             
0.000229527         0.117245            0.153101            17.9735             
0.00022995          0.117324            0.153206            17.9625             
0.000230374         0.117404            0.15331             17.9515             
0.000230799         0.117483            0.153415            17.9405             
0.000231224         0.117562            0.15352             17.9295             
0.000231651         0.117642            0.153626            17.9185             
0.000232078         0.117722            0.153732            17.9075             
0.000232506         0.117802            0.153838            17.8966             
0.000232934         0.117882            0.153944            17.8856             
0.000233364         0.117962            0.154051            17.8747             
0.000233794         0.118042            0.154157            17.8637             
0.000234225         0.118123            0.154265            17.8528             
0.000234657         0.118204            0.154372            17.8419             
0.00023509          0.118284            0.15448             17.831              
0.000235523         0.118365            0.154588            17.8201             
0.000235958         0.118447            0.154696            17.8092             
0.000236393         0.118528            0.154804            17.7983             
0.000236829         0.118609            0.154913            17.7874             
0.000237265         0.118691            0.155022            17.7765             
0.000237703         0.118773            0.155132            17.7657             
0.000238141         0.118854            0.155241            17.7548             
0.00023858          0.118936            0.155351            17.744              
0.00023902          0.119019            0.155461            17.7332             
0.000239461         0.119101            0.155572            17.7223             
0.000239902         0.119183            0.155683            17.7115             
0.000240345         0.119266            0.155794            17.7007             
0.000240788         0.119349            0.155905            17.6899             
0.000241232         0.119432            0.156017            17.6791             
0.000241677         0.119515            0.156128            17.6683             
0.000242122         0.119598            0.156241            17.6575             
0.000242569         0.119681            0.156353            17.6468             
0.000243016         0.119765            0.156466            17.636              
0.000243464         0.119849            0.156579            17.6253             
0.000243913         0.119933            0.156692            17.6145             
0.000244363         0.120014            0.156806            17.6038             
0.000244814         0.120085            0.156919            17.5931             
0.000245265         0.120156            0.157034            17.5824             
0.000245717         0.120228            0.157148            17.5717             
0.00024617          0.120299            0.157263            17.561              
0.000246624         0.120371            0.157378            17.5503             
0.000247079         0.120442            0.157493            17.5397             
0.000247535         0.120514            0.157609            17.529              
0.000247991         0.120586            0.157724            17.5184             
0.000248448         0.120658            0.15784             17.5077             
0.000248906         0.120731            0.157957            17.4971             
0.000249365         0.120803            0.158074            17.4865             
0.000249825         0.120876            0.158191            17.4759             
0.000250286         0.120948            0.158308            17.4653             
0.000250747         0.121021            0.158425            17.4547             
0.00025121          0.121094            0.158543            17.4441             
0.000251673         0.121167            0.158661            17.4335             
0.000252137         0.12124             0.15878             17.423              
0.000252602         0.121313            0.158898            17.4124             
0.000253068         0.121387            0.159017            17.4019             
0.000253534         0.121461            0.159136            17.3914             
0.000254002         0.121534            0.159256            17.3808             
0.00025447          0.121608            0.159376            17.3703             
0.00025494          0.121682            0.159496            17.3598             
0.00025541          0.121756            0.159616            17.3494             
0.000255881         0.121831            0.159737            17.3389             
0.000256352         0.121905            0.159858            17.3284             
0.000256825         0.12198             0.159979            17.318              
0.000257299         0.122054            0.160101            17.3075             
0.000257773         0.122129            0.160223            17.2971             
0.000258248         0.122204            0.160345            17.2867             
0.000258725         0.122279            0.160467            17.2763             
0.000259202         0.122354            0.16059             17.2659             
0.00025968          0.12243             0.160713            17.2555             
0.000260158         0.122505            0.160837            17.2451             
0.000260638         0.122581            0.16096             17.2347             
0.000261119         0.122657            0.161084            17.2244             
0.0002616           0.122733            0.161208            17.214              
0.000262083         0.122809            0.161333            17.2037             
0.000262566         0.122885            0.161458            17.1934             
0.00026305          0.122961            0.161583            17.183              
0.000263535         0.123038            0.161708            17.1727             
0.000264021         0.123114            0.161834            17.1624             
0.000264508         0.123191            0.16196             17.1522             
0.000264996         0.123268            0.162086            17.1419             
0.000265484         0.123345            0.162213            17.1316             
0.000265974         0.123422            0.16234             17.1214             
0.000266464         0.1235              0.162467            17.1112             
0.000266956         0.123577            0.162595            17.1009             
0.000267448         0.123655            0.162722            17.0907             
0.000267941         0.123733            0.16285             17.0805             
0.000268435         0.123811            0.162979            17.0703             
0.00026893          0.123889            0.163108            17.0601             
0.000269426         0.123967            0.163237            17.05               
0.000269923         0.124045            0.163366            17.0398             
0.00027042          0.124124            0.163496            17.0297             
0.000270919         0.124202            0.163625            17.0195             
0.000271419         0.124281            0.163756            17.0094             
0.000271919         0.12436             0.163886            16.9993             
0.00027242          0.124439            0.164017            16.9892             
0.000272923         0.124518            0.164148            16.9791             
0.000273426         0.124598            0.16428             16.969              
0.00027393          0.124677            0.164411            16.959              
0.000274435         0.124757            0.164543            16.9489             
0.000274941         0.124837            0.164676            16.9389             
0.000275448         0.124917            0.164808            16.9289             
0.000275956         0.124997            0.164941            16.9188             
0.000276465         0.125077            0.165075            16.9088             
0.000276975         0.125158            0.165208            16.8988             
0.000277486         0.125238            0.165342            16.8889             
